"cmd","addr","end","rendercmd","jp","en",,,
"String","0x37E5","0x37E9","default","ぶたい","SQUADRONS",,"optimizers!!!!!",
"String","0x37E9","0x37F3","default","だれもおらんぞ!。","NOBODY'S HERE!","Nobody here!",,"Nobody here!"
,,,,"//=================================================",,,,
,,,,"// Commentary messages from advisors?",,,,
,,,,"//=================================================",,,,
,,,,,,,,
"String","0x12A23","0x12A33","default","かばうらぎってはなりませんぞ!","WE CANNOT BETRAY THEM!","We cannot betray them!",,"We cannot betray them!"
"String","0x12A25","0x12A33","default","かばうらぎってはなりませんぞ!","WE CANNOT BETRAY THEM!","We cannot betray them!",,"We cannot betray them!"
"String","0x12A33","0x12A3F","default","うらぎりもやもえまい。","BETRAYAL IS UNAVOIDABLE.","Betrayal is unavoidable.",,"Betrayal is unavoidable."
"String","0x12A3F","0x12A4E","default","てきがいないから、らくだな。","THERE ARE NO ENEMIES. THIS SHOULD BE SIMPLE.","There are no enemies. This should be simple.",,"There are no enemies. This should be simple."
"String","0x12A4E","0x12A5A","default","らくにかてるでしょう。","THIS SHOULD BE AN EASY VICTORY.","This should be an easy victory.",,"This should be an easy victory."
"String","0x12A5A","0x12A65","default","がんばってくだされ。","I WISH YOU LUCK.","I wish you luck.",,"I wish you luck."
"String","0x12A65","0x12A72","default","なかなかてごわいですぞ。","THIS MIGHT BE TOUGH.","This might be tough.",,"This might be tough."
"String","0x12A72","0x12A7D","default","やめたほうがいいぞ!","I WOULDN'T DO THAT!","I wouldn't do that!",,"I wouldn't do that!"
"String","0x12A7D","0x12A8F","default","ほう、このぶたいをしょぶんですか?","SO YOU'RE THROWING AWAY THIS SQUADRON, HUH?","So you're throwing away this squadron, huh?",,"So you're throwing away this squadron, huh?"
"String","0x12A8F","0x12AA2","default","やめい! しににいくようなものだ!!","STOP! ARE YOU TRYING TO GET YOURSELF KILLED?!","Stop! Are you trying to get yourself killed?!",,"Stop! Are you trying to get yourself killed?!"
"String","0x12AA2","0x12AB8","default","ばかもーん! ぜったいにいかせはせんぞ!!","YOU FOOL! I WON'T LET YOU GO!","You fool! I won't let you go!",,"You fool! I won't let you go!"
"String","0x12AB8","0x12AC2","default","ぜひ、きしゅうを。"," THUS, LAUNCH A SURPRISE ATTACK.","Then we shall launch a surprise attack.",,"Then we shall launch a surprise attack."
"String","0x12AC2","0x12ACC","default","ぜひ、ばくれつを。"," THUS, LAUNCH AN EXPLOSIVE ATTACK.","Then we shall launch an explosive attack.",,"Then we shall launch an explosive attack."
"String","0x12ACC","0x12AE1","default","だが、なにか、おそろしいよかんが・・・。"," I HAVE A BAD FEELING ABOUT THIS...","I have a bad feeling about this...",,"I have a bad feeling about this..."
,,,,"//=================================================",,,,
,,,,"// more advice (policy)",,,,
,,,,"//=================================================",,,,
,,,,,,,,
"String","0xFCE2","0xFCED","default","とくにありませんな。","I HAVE NOTHING TO SAY ABOUT THAT.",,,
"String","0xFCED","0xFCF1","default","まず、","FIRST, ",,,
"String","0xFCF1","0xFCFB","default","きょうりょくして、","LET'S WORK WITH ",,,
"String","0xFCFB","0xFD02","default","をせめよう。","INVADE ",,,
"String","0xFD02","0xFD08","default","とうぜん、","OF COURSE, ",,,
"String","0xFD08","0xFD15","default","のどうめいをわすれずに。","DON'T FORGET TO ALLY WITH ",,,
"String","0xFD15","0xFD19","default","また、","AND ",,,
"String","0xFD19","0xFD2B","default","のどうめいきかんをのばしたほうが。","CONSIDER EXTENDING YOUR ALLIANCE WITH ",,,
"String","0xFD2B","0xFD2F","default","あと、","ALSO, ",,,
"String","0xFD2F","0xFD35","default","きけんだ。"," COULD BE A THREAT.",,,
"String","0xFD35","0xFD40","default","におおあらしですな。","YOU COULD TRY CAUSING A RAGING STORM IN ",,,
"String","0xFD40","0xFD4A","default","をじゅばくしよう。","LET'S PLACE A CURSE ON ",,,
"String","0xFD4A","0xFD52","default","をれいぞくだ。","YOU SHOULD FORCE SERVITUDE UPON ",,,
"String","0xFD52","0xFD5D","default","にすいしょうだまを。","USE A CRYSTAL BALL TO LOOK AT ",,,
"String","0xFD5D","0xFD6E","default","かいふくしたほうがよろしいかと。","PERHAPS IT WOULD BE A GOOD IDEA TO RECOVER",,,
"String","0xFD6E","0xFD7C","default","のえいゆうをあんさつせよ。","ASSASSINATE A HERO WORKING FOR ",,,
"String","0xFD7C","0xFD8A","default","のえいゆうをりはんさせよ。","MAKE A HERO DEFECT FROM ",,,
"String","0xFD8A","0xFD99","default","に、はんらんをしかけようぜ。","YOU OUGHT TO PLOT REVOLT IN ",,,
"String","0xFD99","0xFDA7","default","さくりゃくがありませんぞ。","YOU HAVE NO SCHEMES.",,,
"String","0xFDA7","0xFDBD","default","イベントフェイズがじっこうされてませんぞ。","THE EVENT PHASE IS NOT SET TO OCCUR.",,,
"String","0xFDBD","0xFDCC","default","にぬすっとをおくりましょう。","LET'S SEND THIEVES TO ",,,
"String","0xFDCC","0xFDDC","default","にようせいをしのびこませよう。","SNEAK SOME FAIRIES OVER TO ",,,
,,,,"//=================================================",,,,
,,,,"// even more advice (tactics)",,,,
,,,,"//=================================================",,,,
,,,,,,,,
"String","0x1680A","0x1681A","default","とくにめだったエリアはないな。","NONE OF THE AREAS PARTICULARLY STAND OUT.",,,
"String","0x1681A","0x16824","default","だれもおらんぞ!。","NO ONE'S THERE!",,,
"String","0x16824","0x16834","default","とくにひつようないとおもうが。","I DON'T THINK THAT'S REALLY NECESSARY.",,,
"String","0x16834","0x16838","default","あと、"," ALSO, ",,,
"String","0x16838","0x16840","default","このエリアでは","IN THIS AREA, ","In this Area, ",,
"String","0x16840","0x16846","default","わたしなら"," PERSONALLY, ","If I were you, ",,
"String","0x16846","0x1684E","default","やすませよう。","LET'S GIVE A REST TO ",,,
"String","0x1684E","0x1685C","default","くんれんはさいごにしよう。","LET'S DO TRAINING LAST.",,,
"String","0x1685C","0x1686E","default","くんれんはじどうになっていますぞ。","TRAINING WILL BE CARRIED OUT AUTOMATICALLY.",,,
"String","0x1686E","0x16878","default","ここにはえいゆうが","THERE ","There ","THERE ",
"String","0x16878","0x16880","default","いませんぞ!。","ARE NO HEROES HERE!","are no Heroes here!","ARE NO HEROES HERE!",
"String","0x16880","0x16888","default","ひとりいるぞ。","IS ONE HERO HERE.","is one Hero here.","IS ONE HERO HERE.",
"String","0x16888","0x16890","default","ふたりいるぞ。","ARE TWO HEROES HERE.","are two Heroes here.","ARE TWO HEROES HERE.",
"String","0x16890","0x16898","default","3にんいるぞ。","ARE THREE HEROES HERE.","are three Heroes here.","ARE THREE HEROES HERE.",
"String","0x16898","0x168A4","default","4にんいじょういるぞ。","ARE FOUR HEROES HERE.","are four Heroes here.","ARE FOUR HEROES HERE.",
"String","0x168A4","0x168A7","default","に、"," TO ",,,
"String","0x168A7","0x168B1","default","しゅうにんですな。","WHY NOT APPOINT ",,,
"String","0x168B1","0x168B7","default","はクビだ。","DISCHARGE ",,,
"String","0x168B7","0x168C2","default","えいゆうがいないぞ。","YOU HAVE NO HEROES.","There are no Heroes.",,
"String","0x168C2","0x168CA","default","がてごわいな。"," WILL PROVE TRICKY.",,,
"String","0x168CA","0x168D1","default","がてうすだ。"," SHOULD BE UNDERMANNED."," are short-handed.",,
"String","0x168D1","0x168DA","default","がガラあきだぞ。"," OUGHT TO BE DEFENSELESS.",,,
"String","0x168DA","0x168E2","default","すべてのエリア","EVERY AREA",,,
"String","0x168E2","0x168EF","default","まわりにてきはいないぞ。","NO ENEMIES AROUND HERE.","No enemies around here.",,
"String","0x168EF","0x168FF","default","となりにてきがいますが・・・・","THERE ARE ENEMIES NEXT TO US...","There are enemies nearby...",,
"String","0x168FF","0x1690B","default","テレポートをつかって、","LET'S USE TELEPORT AND ","Let's use Teleport and head to ",,
"String","0x1690B","0x16915","default","へむかいましょう。","HEAD TO ",0,,
"String","0x16915","0x16924","default","しんこうするエリアがない!。","THERE ARE NO AREAS TO INVADE!","There are no Areas to invade!",,
"String","0x16924","0x16934","default","せめるよゆうがありませんぞ!。","THIS IS NO TIME FOR AN INVASION!",,,
"String","0x16934","0x1693D","default","へせめこもう!。","LET'S INVADE ",", let's invade!",,
"String","0x1693D","0x16945","default","がやとえるな。"," YOU CAN HIRE "," can be hired.",,
"String","0x16945","0x1694E","default","もうやとえない。"," YOU CAN NO LONGER HIRE ANYONE."," you can't hire any more.",,
"String","0x1694E","0x16957","default","をやといますが。"," TO HIRE ","are what I'd hire.",,
"String","0x1694F","0x16957","default",,"I'D HIRE ",,,"NEW"
"String","0x16957","0x16960","default","やといませんが。","I WOULDN'T HIRE ANYONE.","I wouldn't hire anyone.",,
"String","0x16960","0x16968","default","このちけいだと","ON THIS TERRAIN, ",,,
"String","0x16968","0x16971","default","がよびだせます。"," YOU CAN SUMMON "," can be called.",,
"String","0x16971","0x1697B","default","をよびだしたいな。"," TO CALL "," are what I'd call.",,
"String","0x16972","0x1697B","default",,"I'D CALL ",,,"NEW"
"String","0x1697B","0x16982","default","やらないが。","I WOULDN'T DO IT.",,,
"String","0x16982","0x1698D","default","でしょうかんするが。","BUT WOULD SUMMON AT ",,,
"String","0x1698D","0x1699A","default","にぶたいをはけんするが。","BUT WOULD DISPATCH SQUADRONS TO ",,,
"String","0x1699A","0x169A4","default","にいどうさせるが。","BUT WOULD MOVE ",,,
"String","0x169A4","0x169AB","default","やらないで、","I WOULDN'T DO THAT, ",,,
"String","0x169AB","0x169C9","default","さいこうどうをつかえば、すべてのぶたいがこうどうできます。","IF YOU USE ACT AGAIN, ALL THE SQUADRONS WILL BE ABLE TO ACT.",,,
"String","0x169C9","0x169E3","default","せんりがんをつかえば、すべてのエリアがみれますぞ。","IF YOU USE CLAIRVOYANCE, YOU CAN LOOK AT ALL THE AREAS.",,,
"String","0x169E3","0x169F2","default","にガーディアンをよびだそう。","LET'S CALL A GUARDIAN IN "," COULD STAND TO HAVE A GUARDIAN CALLED DOWN.",,
"String","0x169F2","0x16A01","default","でぶたいをしょうかんしよう。","LET'S SUMMON A SQUADRON IN "," WOULD BENEFIT FROM HAVING A SQUADRON SUMMONED.",,
"String","0x16A01","0x16A10","default","こうげきまえにはきしゅうを。","USE A SURPRISE ATTACK BEFORE YOU ATTACK.",,,
"String","0x16A10","0x16A26","default","こうげきまえにばくれつこうげきをしかけよ。","USE AN EXPLOSIVE ATTACK BEFORE YOU ATTACK.",,,
"String","0x16A26","0x16A2F","default","にテレポートだ。","YOU SHOULD TELEPORT TO ",,,
"String","0x16A2F","0x16A39","default","をこうかんしよう。","LET'S SWITCH TERRITORIES WITH ",,,
"String","0x16A39","0x16A3C","default","ここ","THIS AREA",,,
,,,,"//=================================================",,,,
,,,,"// NEW: for advisor messages",,,,
,,,,"//=================================================",,,,
"String","0x80","0x0","default",,"AND ",,"for separating final two items in a list",
"String","0x81","0x0","default",,"I'D USE ",,"“i'd use [x] to hire/summon [y]”",
"String","0x82","0x0","default",," WITH ",,"“let's invade [x] with [y]”",
"String","0x83","0x0","default",," FROM ",,"“make the [x] at [y] move”",
"String","0x84","0x0","default",,"THE ",,,
"String","0x85","0x0","default",,"I'D CALL  ",,,
"String","0x86","0x0","default",," TO ",,,
"String","0x87","0x0","default",,"OF THE ",,"“[x] of the [y] squadrons”",
"String","0x88","0x0","default",,"1 ",,,
,,,,"//=================================================",,,,
,,,,"// sieg's fucking enormous true ending",,,,
,,,,"//=================================================",,,,
,,,,,,,,
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E48F","0x3E4B3","default"," ジークとバストラルとの、はけんをかけた、さいごのたたかいがはじまる。","Thus began the battle between Sieg[br]
and Vastral for supremacy.[br]
Everything would be settled with a[br]
one-on-one duel between the two[br]
rulers.","Thus, the battle for supremacy between Sieg and Vastral begun.",,"Thus began the battle between Sieg and Vastral for supremacy."
"String","0x3E4B3","0x3E4D8","default"," おおぜいのぐんたいのなか、たたかいはふたりのいっきうちできまろうとして",,"Everything would be settled with a one-on-one duel between the two rulers.",,"Everything would be settled with a one-on-one duel between the two rulers."
"String","0x3E4D8","0x3E4DC","default","いた。",,,,
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E4DE","0x3E500","default","「どうやら、いきのこったのは、おれたちだけのようだな。わかぞうよ」","Looks like it's just you and me now,[br]
young one.","Looks like it's just you and me now, young one.",,"Looks like it's just you and me now, young one."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E501","0x3E526","default","「きしどうのならわしに、きでんがれいをもってくれたことにかんしゃする。バ","Thank you for agreeing to follow the[br]
Knights' tradition, Vastral.","Thank you for agreeing to follow the Knights' tradition, Vastral.",,"Thank you for agreeing to follow the Knights' tradition, Vastral."
"String","0x3E526","0x3E52D","default","ストラルよ」",,,,
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E52E","0x3E553","default","「なぁに、おれはこのでんせつのバトルアックス'ウィンドバーグ'をてにして","I'll have you know that I've never[br]
once lost a duel since I acquired[br]
the legendary battleaxe ""Windberg"".[br]
And today won't be any different.[br]
Dean, I want you to witness this[br]
battle. And the same goes for you,[br]
men!","I'll have you know that I've never lost a duel ever since I've acquired",,"I'll have you know that I've never lost a duel ever since I've acquired"
"String","0x3E553","0x3E578","default","から、いちども、いっきうちでまけたことがないんでな。このたたかいでも、お",,"the legendary battleaxe ""Windberg"".",,"the legendary battleaxe ""Windberg""."
"String","0x3E578","0x3E57F","default","なじことよ。",,"And today won't be any different.",,"And today won't be any different."
"String","0x3E57F","0x3E59D","default"," ディーンよ、おれのたたかいをみてるがよい。みんなもだ!」",,"Dean, I want you to witness this battle. And the same goes for you, men!",,"Dean, I want you to witness this battle. And the same goes for you, men!"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E59F","0x3E5A8","default","「・・・・・・」","......","......",,"......"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E5AA","0x3E5B3","default","「いざ、まいる」","Have at you.","Have at you.",,"Have at you."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E5B6","0x3E5DB","default"," ふたりのたたかいはごぶとごぶであった。しかし、ときがたつにつれて、ジー","At first, they were equally matched.[br]
But as the duel progressed, Sieg[br]
steadily gained the upper hand.[br]
Vastral began to panic. His vaunted[br]
legendary battleaxe was ineffective[br]
against Sieg's sword.","At first, they were equally matched. But as the duel progressed,",,"At first, they were equally matched. But as the duel progressed,"
"String","0x3E5DB","0x3E600","default","クがゆうせいになってきた。バストラルはあせった。いままで、むてきをほこっ",,"Sieg steadily gained the upper hand. Vastral began to panic.",,"Sieg steadily gained the upper hand. Vastral began to panic."
"String","0x3E600","0x3E619","default","たバトルアックスがジークのけんにはきかないのだ。",,"His vaunted legendary battleaxe was not effective against Sieg's sword.",,"His vaunted legendary battleaxe was not effective against Sieg's sword."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E61B","0x3E636","default","「ディーンよ。わがおとうとよ、おれをたすけてくれ!」","Dean! Little brother, help me!","Dean! Little brother, help me!",,"Dean! Little brother, help me!"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E638","0x3E641","default","「・・・・・・」","......","......",,"......"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E643","0x3E64D","default","「ディーンよ!!」","DEAN!!","DEAN!!",,"DEAN!!"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E64E","0x3E673","default"," ディーンはうごかない。しかし、しずかにまほうのスペルをとなえはじめた。","Dean didn't move. However, he[br]
quietly began chanting a magic[br]
spell.","Dean doesn't move. However, he quietly begun chanting a magic spell.",,"Dean doesn't move. However, he quietly begun chanting a magic spell."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E674","0x3E699","default","「そうだ、ディーンよ。このこぞうをおまえのまりょくで、ほうむってしまえ!","Yes, that's it, Dean! Kill this[br]
whelp with your magic![br]
Hahahah!","Yes, that's it, Dean! Kill this whelp with your magic!",,"Yes, that's it, Dean! Kill this whelp with your magic!"
"String","0x3E699","0x3E6A2","default","はっはっはっ!」",,"Hahahah!",,"Hahahah!"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E6A4","0x3E6C9","default","「きさま、このいっきうちをけがそうというのか、バストラル。きたないぞ!」","Vastral, how dare you sully this[br]
honorable duel?!","Vastral, how dare you sully this honorable duel?!",,"Vastral, how dare you sully this honorable duel?!"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E6CA","0x3E6DA","default","「こぞう、まだまだあおいのぉ。","You don't get it, do you, kid?[br]
The only thing that matters in a[br]
battle is winning.[br]
Do it, Dean! KILL HIM!","You don't get it, do you kid?",,"You don't get it, do you kid?"
"String","0x3E6DA","0x3E6FF","default"," たたかいとは、かったものがせいぎよ。ディーン、こいつにとどめをさせ!」",,"The only thing that matters in a battle is winning. Do it, Dean! Kill him!",,"The only thing that matters in a battle is winning. Do it, Dean! Kill him!"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E702","0x3E727","default"," これをみて、ジークのぐんぜいは、いかりをあらわにし、みまもるのをやめ、","Sieg's men were enraged by these[br]
events, and could no longer stand[br]
by. They moved to attack.[br]
Vastral's men joined the fray as[br]
well.[br]
The battlefield was teeming with[br]
anger, hatred, and madness.","Sieg's men were enraged by these events, and could no longer stand by.",,"Sieg's men were enraged by these events, and could no longer stand by."
"String","0x3E727","0x3E735","default","そうこうげきをかいしした。",,"They moved to attack.",,"They moved to attack."
"String","0x3E735","0x3E752","default"," これにつづいて、バストラルのぐんぜいも、うごきだした。",,"Vastral's men joined the fray as well.",,"Vastral's men joined the fray as well."
"String","0x3E752","0x3E76B","default"," いかりが、にくしみが、きょうきがぞうふくした。",,"The battlefield was teeming with anger, hatred, and madness.",,"The battlefield was teeming with anger, hatred, and madness."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E76D","0x3E78E","default"," ジークはこれをみて、レイモンドのさいごのことばをおもいだした。","As he witnessed these events, Sieg[br]
thought back to Raymond's last[br]
words.[br]
...Bahamut must not be awakened.[br]
It feeds on negative emotions...","As he witnessed these events, Sieg thought back to Raymond's last words.",,"As he witnessed these events, Sieg thought back to Raymond's last words."
"String","0x3E78E","0x3E7B3","default"," ・・・・バハムートをふっかつさせてはならん。おおいなるじゃきは、やつの",,"...Bahamut must not be awakened. It feeds on negative emotions...",,"...Bahamut must not be awakened. It feeds on negative emotions..."
"String","0x3E7B3","0x3E7C2","default","ハラをみたしてしまう・・・・",,,,
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E7C3","0x3E7D5","default","「いかん、あらそってはいかん!!」","No! Stop fighting!","No! Stop fighting!",,"No! Stop fighting!"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E7D7","0x3E7E4","default","「とき、すでにみちたり」","The time has come.","The time has come.",,"The time has come."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E7E6","0x3E80B","default"," いちめん、ひかりかがやき、ここにたいようがおちてきたような、しょうげき","For a moment, it seemed that the[br]
sun itself had fallen to the ground.[br]
Then a great roar echoed across[br]
the battlefield.[br]
Both armies had been annihilated.[br]
Of them, only the three were left[br]
standing.","For a moment, it seemed like the sun itself fell to the ground.",,"For a moment, it seemed like the sun itself fell to the ground."
"String","0x3E80B","0x3E830","default","がひびいた。せんこうがもどると、おおぜいのぐんたいはしょうめつし、このへ",,"Then, a great roar echoed on the battlefield. Both armies had been annihilated.",,"Then, a great roar echoed on the battlefield. Both armies had been annihilated."
"String","0x3E830","0x3E847","default","いげんにはすでに3にんのすがたしかなかった。",,"Only the three of them were left standing.",,"Only the three of them were left standing."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E849","0x3E86C","default","「おれさまのぐんたいはどこにいったんだ? ディーンよ、なにをした!」","What? What happened to my men?[br]
Dean, what have you done?!","What? What happened to my men? Dean, what have you done?!",,"What? What happened to my men? Dean, what have you done?!"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E86E","0x3E877","default","「・・・・・・」","......","......",,"......"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E878","0x3E887","default","「ディーンよ、こたえろ!!」","ANSWER ME, DEAN!!","Answer me, Dean!!",,"Answer me, Dean!!"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E888","0x3E8A6","default","「にいさん。いや、バストラルよ。おまえのやくめはおわった」","Brother -- no, Vastral.[br]
Your role is now complete.","Brother - No, Vastral. Your role is now complete.",,"Brother - No, Vastral. Your role is now complete."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E8A7","0x3E8C3","default"," そして、ディーンはふたたび、まほうをとなえはじめた。","And with those words, Dean began[br]
casting another spell.","And with those words, Dean begun casting another spell.",,"And with those words, Dean begun casting another spell."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E8C4","0x3E8E8","default","「ディーン、わがおとうとよ。こんどはおれをころすのか? あにのおれを」","Dean, are you going to kill ME now?[br]
Your own brother?","Dean, are you going to kill ME now? Your own brother?",,"Dean, are you going to kill ME now? Your own brother?"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E8E9","0x3E90A","default","「いや、わたしがころさなくても、まもなく、おまえはしぬであろう」","I don't have to. You will die soon[br]
enough either way.","I don't have to. You will die soon enough either way.",,"I don't have to. You will die soon enough either way."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E90B","0x3E920","default","「しぬまえにおしえてやろう、バストラル。","Before you die, I will tell you the[br]
truth, Vastral. Your moronic little[br]
brother has long since died.[br]
I killed him myself.","Before you die, I will tell you the truth, Vastral.",,"Before you die, I will tell you the truth, Vastral."
"String","0x3E920","0x3E945","default"," ほんとうのバカなおとうとは、とっくのむかしにしんだよ。そう、このわたし",,"Your moronic little brother has long since died.",,"Your moronic little brother has long since died."
"String","0x3E945","0x3E950","default","がころしたんだがな」",,"I killed him myself.",,"I killed him myself."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E951","0x3E975","default"," バストラルはいままでのきょうふをふりはらい、ディーンにとっしんした。","At those words, Vastral shook off[br]
all of his fear, and rushed Dean.","At those words, Vastral shook of all of his fear, and rushed Dean.",,"At those words, Vastral shook of all of his fear, and rushed Dean."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E976","0x3E983","default","「おとうとのかたき!!」","Murderer! I will avenge my brother!!","Murderer! I will avenge my brother!!",,"Murderer! I will avenge my brother!!"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E985","0x3E98F","default","「うおぉぉぉー!」","HWAAAH!","HWAAAH!",,"HWAAAH!"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E993","0x3E9AB","default"," バストラルのすがたが、とつぜん、きえうせた。","And then, Vastral simply vanished.","And then, Vastral simply vanished.",,"And then, Vastral simply vanished."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E9AC","0x3E9C5","default","「ようやく、バハムートがめざめはじめたか・・・」","Bahamut is finally waking up...","Bahamut is finally waking up...",,"Bahamut is finally waking up..."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E9C7","0x3E9E4","default"," このじょうきょうをジークはただ、みまもるしかなかった。","Sieg could only watch as the events[br]
unfolded before his eyes.","Sieg could only watch as the events unfolded before his eyes.",,"Sieg could only watch as the events unfolded before his eyes."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3E9E6","0x3EA0B","default","「バーサーカーとは、よくいったものだ。バストラルもしょせんは、きのあらい","""Berserker""...[br]
That term is too grand for someone[br]
like Vastral. He was nothing but an[br]
ill-tempered man.[br]
Surely you agree, Sieg?","""Berserker""... That term is too grand for someone like Vastral.",,"""Berserker""... That term is too grand for someone like Vastral."
"String","0x3EA0B","0x3EA20","default","ただのにんげんにすぎん。なぁ、ジークよ」",,"He was just a bad-tempered man. Surely you agree, Sieg.",,"He was just a bad-tempered man. Surely you agree, Sieg."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3EA22","0x3EA47","default"," ジークはこんわくした。じぶんのたちばをみうしなっていた。じぶんのいまま","Sieg was at a loss. He had lost his[br]
army. How was he supposed to fight[br]
now?[br]
These thoughts made him uneasy.","Sieg was at a loss. He had lost his army. How was he supposed to fight now?",,"Sieg was at a loss. He had lost his army. How was he supposed to fight now?"
"String","0x3EA47","0x3EA66","default","でのたたかいとはなんなのか? ふあんだけがたかまっていった。",,"These thoughts made him feel uneasy.",,"These thoughts made him feel uneasy."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3EA68","0x3EA8D","default","「いま、おまえはじぶんのそんざいについて、じもんしていることだろう。ジー","Sieg, the man Raymond was so[br]
passionate about... You must be[br]
questioning your own existence[br]
right now.","Sieg, the man Raymond was so passionate about...",,"Sieg, the man Raymond was so passionate about..."
"String","0x3EA8D","0x3EAA2","default","クよ、レイモンドがほれこんだにんげんよ」",,"You must be questioning your own existence right now.",,"You must be questioning your own existence right now."
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3EAA4","0x3EAC9","default","「バハムートのめざめが、そんなにうれしいか? レイモンドさえ、けいこくし","Why do you seek Bahamut's[br]
awakening? Raymond always warned[br]
me against it.[br]
Who are you? What does it mean to[br]
awaken Bahamut?[br]
Answer me, Dean!!","Why do you seek Bahamut's awakening? Raymond always",,"Why do you seek Bahamut's awakening? Raymond always"
"String","0x3EAC9","0x3EACF","default","たことを。",,"warned me against it.",,"warned me against it."
"String","0x3EACF","0x3EAED","default"," きさまはいったい、なにものだ! バハムートのめざめとは?",,"Who are you? What does it mean to awaken Bahamut?",,"Who are you? What does it mean to awaken Bahamut?"
"String","0x3EAED","0x3EAFB","default"," こたえろ、ディーン!!」",,"Answer me, Dean!!",,"Answer me, Dean!!"
,,,,"//=========",,,,
,,,,"// section",,,,
,,,,"//=========",,,,
,,,,,,,,
"String","0x3EAFC","0x3EB21","default"," ジークはディーンにどなりつけ、レイモンドよりあずかったけん'ベサルスネ","As he yelled, Sieg pointed his[br]
sword, ""Betharusnega"" -- the sword[br]
with which Raymond had entrusted[br]
him -- towards Dean.","As he yelled at Dean, Sieg pointed his sword ""Betharusnega"" -",,"As he yelled at Dean, Sieg pointed his sword ""Betharusnega"" -"
